Groups:
I2C_TC74_Read:Temperature|state[8..0] =, I2C_TC74_Read:Temperature|state[8], I2C_TC74_Read:Temperature|state[7], I2C_TC74_Read:Temperature|state[6], I2C_TC74_Read:Temperature|state[5], I2C_TC74_Read:Temperature|state[4], I2C_TC74_Read:Temperature|state[3], I2C_TC74_Read:Temperature|state[2], I2C_TC74_Read:Temperature|state[1], I2C_TC74_Read:Temperature|state[0],  unsigned decimal
I2C_TC74_Read:Temperature|data_read[7..0] =, I2C_TC74_Read:Temperature|data_read[7], I2C_TC74_Read:Temperature|data_read[6], I2C_TC74_Read:Temperature|data_read[5], I2C_TC74_Read:Temperature|data_read[4], I2C_TC74_Read:Temperature|data_read[3], I2C_TC74_Read:Temperature|data_read[2], I2C_TC74_Read:Temperature|data_read[1], I2C_TC74_Read:Temperature|data_read[0],  unsigned decimal

Data:
time unit: ns, I2C_TC74_Read:Temperature|state[8..0], I2C_TC74_Read:Temperature|state[8], I2C_TC74_Read:Temperature|state[7], I2C_TC74_Read:Temperature|state[6], I2C_TC74_Read:Temperature|state[5], I2C_TC74_Read:Temperature|state[4], I2C_TC74_Read:Temperature|state[3], I2C_TC74_Read:Temperature|state[2], I2C_TC74_Read:Temperature|state[1], I2C_TC74_Read:Temperature|state[0], I2C_TC74_Read:Temperature|data_read[7..0], I2C_TC74_Read:Temperature|data_read[7], I2C_TC74_Read:Temperature|data_read[6], I2C_TC74_Read:Temperature|data_read[5], I2C_TC74_Read:Temperature|data_read[4], I2C_TC74_Read:Temperature|data_read[3], I2C_TC74_Read:Temperature|data_read[2], I2C_TC74_Read:Temperature|data_read[1], I2C_TC74_Read:Temperature|data_read[0], I2C_TC74_Read:Temperature|I2C_SDA, I2C_TC74_Read:Temperature|I2C_SDA_Output, I2C_TC74_Read:Temperature|I2C_SCLK, 
705, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
706, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
707, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
708, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
709, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
710, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
711, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
712, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
713, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
714, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
715, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
716, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
717, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
718, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
719, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
720, 5, 0, 0, 0, 0, 0, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
721, 6, 0, 0, 0, 0, 0, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
722, 7, 0, 0, 0, 0, 0, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
723, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
724, 10, 0, 0, 0, 0, 0, 1, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
725, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
726, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
727, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
728, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
729, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
730, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
731, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
732, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
733, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
734, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
735, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
736, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
737, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
738, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
739, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
740, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
741, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
742, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
743, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
744, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
745, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
746, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
747, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
748, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
749, 14, 0, 0, 0, 0, 0, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
750, 16, 0, 0, 0, 0, 1, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
751, 17, 0, 0, 0, 0, 1, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
752, 18, 0, 0, 0, 0, 1, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
753, 19, 0, 0, 0, 0, 1, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
754, 20, 0, 0, 0, 0, 1, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
755, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
756, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
757, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
758, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
759, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
760, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
761, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
762, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
763, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
764, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
765, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
766, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
767, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
768, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
769, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
770, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
771, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
772, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
773, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
774, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
775, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
776, 24, 0, 0, 0, 0, 1, 1, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
777, 25, 0, 0, 0, 0, 1, 1, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
778, 26, 0, 0, 0, 0, 1, 1, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
779, 27, 0, 0, 0, 0, 1, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
780, 28, 0, 0, 0, 0, 1, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
781, 29, 0, 0, 0, 0, 1, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
782, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
783, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
784, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
785, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
786, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
787, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
788, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
789, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
790, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
791, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
792, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
793, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
794, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
795, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
796, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
797, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
798, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
799, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
800, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
801, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
802, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
803, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
804, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
805, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
806, 33, 0, 0, 0, 1, 0, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
807, 34, 0, 0, 0, 1, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
808, 35, 0, 0, 0, 1, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
809, 36, 0, 0, 0, 1, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
810, 37, 0, 0, 0, 1, 0, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
811, 38, 0, 0, 0, 1, 0, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
812, 39, 0, 0, 0, 1, 0, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
814, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
815, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
816, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
817, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
818, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
819, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
820, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
821, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
822, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
823, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
824, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
825, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
826, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
827, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
828, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
829, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
830, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
831, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
832, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
833, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
834, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
835, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
836, 5, 0, 0, 0, 0, 0, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
837, 6, 0, 0, 0, 0, 0, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
838, 7, 0, 0, 0, 0, 0, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
839, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
840, 10, 0, 0, 0, 0, 0, 1, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
841, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
842, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
843, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
844, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
845, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
846, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
847, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
848, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
849, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
850, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
851, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
852, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
853, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
854, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
855, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
856, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
857, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
858, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
859, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
860, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
861, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
862, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
863, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
864, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
865, 14, 0, 0, 0, 0, 0, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
866, 16, 0, 0, 0, 0, 1, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
867, 17, 0, 0, 0, 0, 1, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
868, 18, 0, 0, 0, 0, 1, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
869, 19, 0, 0, 0, 0, 1, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
870, 20, 0, 0, 0, 0, 1, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
871, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
872, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
873, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
874, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
875, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
876, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
877, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
878, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
879, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
880, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
881, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
882, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
883, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
884, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
885, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
886, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
887, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
888, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
889, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
890, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
